Name,Team,OVR,Position2,Wins,Year
C.J. Anderson,Broncos,85,HB,NA,2018
C.J. Beathard,49ers,72,QB,NA,2018
C.J. Davis,Broncos,65,OL,13,2014
C.J. Davis,Broncos,63,OL,13,2013
C.J. Fiedorowicz,Texans,77,WR,9,2017
C.J. Fiedorowicz,Texans,71,WR,9,2016
C.J. Fiedorowicz,Texans,70,WR,9,2015
C.J. Fiedorowicz,Texans,81,WR,NA,2018
C.J. Goodwin,Falcons,61,DB,11,2017
C.J. Goodwin,Steelers,58,WR,10,2016
C.J. Goodwin,Falcons,68,DB,NA,2018
C.J. Mosley,Ravens,83,LB,8,2017
C.J. Mosley,Dolphins,79,DL,6,2016
C.J. Mosley,Ravens,88,LB,5,2016
C.J. Mosley,Lions,77,DL,11,2015
C.J. Mosley,Ravens,86,LB,10,2015
C.J. Mosley,Lions,75,DL,7,2014
C.J. Mosley,Jaguars,73,DL,2,2013
C.J. Mosley,Ravens,89,LB,NA,2018
C.J. Prosise,Seahawks,74,HB,10.5,2017
C.J. Prosise,Seahawks,74,HB,NA,2018
C.J. Smith III,Eagles,61,DB,NA,2018
C.J. Spiller,Saints,78,HB,7,2017
C.J. Spiller,Saints,82,HB,7,2016
C.J. Spiller,Bills,82,HB,9,2015
C.J. Spiller,Bills,92,HB,6,2014
C.J. Spiller,Bills,80,HB,6,2013
C.J. Spiller,Chiefs,76,HB,NA,2018
C.J. Spillman,Cowboys,72,DB,12,2015
C.J. Spillman,49ers,69,DB,12,2014
C.J. Spillman,49ers,68,DB,11.5,2013
C.J. Uzomah,Bengals,66,WR,6.5,2017
C.J. Uzomah,Bengals,63,WR,12,2016
C.J. Uzomah,Bengals,69,WR,NA,2018
C.J. Wilson,Saints,69,DL,7,2017
C.J. Wilson,Buccaneers,67,DB,6,2016
C.J. Wilson,Raiders,74,DL,7,2016
C.J. Wilson,Buccaneers,67,DB,2,2015
C.J. Wilson,Raiders,74,DL,3,2015
C.J. Wilson,Packers,72,DL,8.5,2014
C.J. Wilson,Cowboys,62,DB,8,2013
C.J. Wilson,Packers,69,DL,11,2013
C.J. Wilson,Bears,71,DL,NA,2018
Caesar Rayford,Vikings,67,DL,11,2016
Cairo Santos,Chiefs,76,FALSE,12,2017
Cairo Santos,Chiefs,72,FALSE,11,2016
Cairo Santos,Chiefs,68,FALSE,9,2015
Cairo Santos,Chiefs,79,FALSE,NA,2018
Calais Campbell,Cardinals,88,DL,7.5,2017
Calais Campbell,Cardinals,95,DL,13,2016
Calais Campbell,Cardinals,97,DL,11,2015
Calais Campbell,Cardinals,93,DL,10,2014
Calais Campbell,Cardinals,91,DL,5,2013
Calais Campbell,Jaguars,91,DL,NA,2018
Caleb Benenoch,Buccaneers,66,OL,9,2017
Caleb Benenoch,Buccaneers,66,OL,NA,2018
Caleb Brantley,Browns,70,DL,NA,2018
Caleb Campbell,Chiefs,58,LB,2,2013
Caleb Hanie,Ravens,70,QB,8,2014
Caleb Hanie,Broncos,68,QB,13,2013
Caleb Kidder,Vikings,64,DL,NA,2018
Caleb McSurdy,Cowboys,58,LB,8,2014
Caleb McSurdy,Cowboys,57,LB,8,2013
Caleb Schlauderaff,Jets,66,OL,8,2014
Caleb Schlauderaff,Jets,63,OL,6,2013
Caleb Sturgis,Eagles,76,FALSE,7,2017
Caleb Sturgis,Dolphins,76,FALSE,6,2016
Caleb Sturgis,Dolphins,73,FALSE,8,2015
Caleb Sturgis,Dolphins,71,FALSE,8,2014
Caleb Sturgis,Eagles,80,FALSE,NA,2018
Calvin Heurtelou,Broncos,59,DL,9,2017
Calvin Johnson,Lions,95,WR,7,2016
Calvin Johnson,Lions,97,WR,11,2015
Calvin Johnson Jr.,Lions,99,WR,7,2014
Calvin Johnson Jr.,Lions,99,WR,4,2013
Calvin Pace,Jets,77,LB,10,2016
Calvin Pace,Jets,78,LB,4,2015
Calvin Pace,Jets,75,LB,8,2014
Calvin Pace,Jets,84,LB,6,2013
Calvin Pryor,Jets,82,DB,10,2016
Calvin Pryor,Jets,79,DB,4,2015
Calvin Pryor III,Jets,83,DB,5,2017
Calvin Pryor III,Browns,72,DB,NA,2018
Cam Holland,Chiefs,59,OL,2,2013
Cam Johnson,Browns,64,LB,1,2017
Cam Johnson,Colts,64,LB,8,2016
Cam Johnson,Colts,64,LB,11,2015
Cam Johnson,49ers,65,LB,12,2014
Cam Johnson,49ers,59,LB,11.5,2013
Cam Johnson,Browns,71,DL,NA,2018
Cam Newton,Panthers,94,QB,6,2017
Cam Newton,Panthers,90,QB,15,2016
Cam Newton,Panthers,89,QB,7.5,2015
Cam Newton,Panthers,89,QB,12,2014
Cam Newton,Panthers,89,QB,7,2013
Cam Newton,Panthers,88,QB,NA,2018
Cam Robinson,Jaguars,76,OL,NA,2018
Cam Thomas,Rams,66,DL,4,2017
Cam Thomas,Steelers,71,DL,10,2016
Cam Thomas,Steelers,68,DL,11,2015
Cam Thomas,Chargers,76,DL,9,2014
Cam Thomas,Chargers,72,DL,7,2013
Cam Thomas,Chiefs,73,DL,NA,2018
Cameron Artis-Payne,Panthers,70,HB,6,2017
Cameron Artis-Payne,Panthers,69,HB,15,2016
Cameron Artis-Payne,Panthers,68,HB,NA,2018
Cameron Bradfield,Cowboys,72,OL,13,2017
Cameron Bradfield,Cardinals,72,OL,13,2016
Cameron Bradfield,Jaguars,75,OL,4,2014
Cameron Bradfield,Jaguars,64,OL,2,2013
Cameron Brate,Buccaneers,75,WR,9,2017
Cameron Brate,Buccaneers,63,FALSE,6,2016
Cameron Brate,Buccaneers,66,WR,2,2015
Cameron Brate,Buccaneers,83,WR,NA,2018
Cameron Chism,Colts,57,DB,11,2013
Cameron Clear,Steelers,63,WR,10,2016
Cameron Collins,Texans,58,LB,2,2014
Cameron Erving,Browns,68,OL,1,2017
Cameron Erving,Browns,73,OL,3,2016
Cameron Erving,Browns,71,OL,NA,2018
Cameron Fleming,Patriots,69,OL,14,2017
Cameron Fleming,Patriots,72,OL,12,2016
Cameron Fleming,Patriots,71,OL,12,2015
Cameron Fleming,Patriots,71,OL,NA,2018
Cameron Graham,Rams,62,WR,7,2014
Cameron Graham,Titans,56,WR,6,2013
Cameron Heyward,Steelers,88,DL,11,2017
Cameron Heyward,Steelers,88,DL,10,2016
Cameron Heyward,Steelers,88,DL,11,2015
Cameron Heyward,Steelers,77,DL,8,2014
Cameron Heyward,Steelers,76,DL,8,2013
Cameron Heyward,Steelers,81,DL,NA,2018
Cameron Jordan,Saints,90,DL,7,2017
Cameron Jordan,Saints,87,DL,7,2016
Cameron Jordan,Saints,87,DL,7,2015
Cameron Jordan,Saints,81,DL,11,2014
Cameron Jordan,Saints,78,DL,7,2013
Cameron Jordan,Saints,92,DL,NA,2018
Cameron Lawrence,Cowboys,69,LB,4,2016
Cameron Lawrence,Cowboys,65,LB,12,2015
Cameron Lynch,Rams,60,LB,4,2017
Cameron Lynch,Buccaneers,62,LB,NA,2018
Cameron Meredith,Bears,64,WR,3,2017
Cameron Meredith,Bears,83,WR,NA,2018
Cameron Morrah,Seahawks,70,WR,11,2013
Cameron Sheffield,Cowboys,63,LB,8,2014
Cameron Sheffield,Chiefs,65,LB,2,2013
Cameron Sutton,Steelers,69,DB,NA,2018
Cameron Tom,Saints,61,OL,NA,2018
Cameron Wake,Dolphins,89,DL,10,2017
Cameron Wake,Dolphins,94,DL,6,2016
Cameron Wake,Dolphins,96,DL,8,2015
Cameron Wake,Dolphins,97,DL,8,2014
Cameron Wake,Dolphins,93,DL,7,2013
Cameron Wake,Dolphins,89,DL,NA,2018
Canaan Severin,Steelers,62,WR,11,2017
Captain Munnerlyn,Vikings,75,DB,8,2017
Captain Munnerlyn,Vikings,81,DB,11,2016
Captain Munnerlyn,Vikings,86,DB,7,2015
Captain Munnerlyn,Panthers,76,DB,12,2014
Captain Munnerlyn,Panthers,74,DB,7,2013
Captain Munnerlyn,Panthers,80,DB,NA,2018
Caraun Reid,Lions,67,DL,9,2017
Caraun Reid,Lions,68,DL,7,2016
Caraun Reid,Lions,65,DL,11,2015
Caraun Reid,Chargers,68,DL,NA,2018
Cardale Jones,Bills,66,QB,7,2017
Cardale Jones,Bills,66,QB,NA,2018
Carey Spear,Browns,57,FALSE,3,2016
Cariel Brooks,Cardinals,59,DB,7.5,2017
Carl Bradford,Packers,68,LB,10,2017
Carl Bradford,Packers,71,LB,10,2016
Carl Bradford,Packers,65,LB,12,2015
Carl Bradford,Bills,72,LB,NA,2018
Carl Davis,Ravens,66,DL,8,2017
Carl Davis,Ravens,71,DL,5,2016
Carl Davis,Ravens,66,DL,NA,2018
Carl Ihenacho,Raiders,63,DL,4,2013
Carl Lawson,Bengals,66,LB,NA,2018
Carl Nassib,Browns,69,DL,1,2017
Carl Nassib,Browns,71,DL,NA,2018
Carl Nicks,Buccaneers,95,OL,4,2014
Carl Nicks,Buccaneers,97,OL,7,2013
Carlos Dunlap,Bengals,87,DL,6.5,2017
Carlos Dunlap,Bengals,88,DL,12,2016
Carlos Dunlap,Bengals,89,DL,10.5,2015
Carlos Dunlap,Bengals,89,DL,11,2014
Carlos Dunlap,Bengals,85,DL,10,2013
Carlos Dunlap,Bengals,86,DL,NA,2018
Carlos Fields,Redskins,61,LB,8.5,2017
Carlos Henderson,Broncos,76,WR,NA,2018
Carlos Hyde,49ers,81,HB,2,2017
Carlos Hyde,49ers,77,HB,5,2016
Carlos Hyde,49ers,76,HB,8,2015
Carlos Hyde,49ers,83,HB,NA,2018
Carlos Rogers,Raiders,79,DB,3,2015
Carlos Rogers,49ers,90,DB,12,2014
Carlos Rogers,49ers,91,DB,11.5,2013
Carlos Thompson,Texans,62,LB,9,2017
Carlos Thompson,Rams,62,LB,NA,2018
Carlos Watkins,Texans,68,DL,NA,2018
Carlton Mitchell,Cowboys,67,WR,8,2014
Carlton Mitchell,Browns,67,WR,5,2013
Carmen Messina,Lions,70,LB,7,2014
Carrington Byndom,Panthers,64,DB,15,2016
Carrington Byndom,Panthers,63,DB,7.5,2015
Carroll Phillips,Jaguars,60,DL,NA,2018
Carson Palmer,Cardinals,89,QB,7.5,2017
Carson Palmer,Cardinals,83,QB,13,2016
Carson Palmer,Cardinals,86,QB,11,2015
Carson Palmer,Cardinals,84,QB,10,2014
Carson Palmer,Raiders,84,QB,4,2013
Carson Palmer,Cardinals,83,QB,NA,2018
Carson Tinker,Jaguars,45,WR,3,2017
Carson Tinker,Jaguars,52,WR,5,2016
Carson Tinker,Jaguars,51,WR,3,2015
Carson Tinker,Jaguars,46,WR,NA,2018
Carson Wentz,Eagles,76,QB,7,2017
Carson Wentz,Eagles,79,QB,NA,2018
Cary Williams,Seahawks,82,DB,10,2016
Cary Williams,Eagles,81,DB,10,2015
Cary Williams,Eagles,83,DB,10,2014
Cary Williams,Ravens,78,DB,10,2013
Case Keenum,Rams,75,QB,4,2017
Case Keenum,Rams,72,QB,7,2016
Case Keenum,Texans,73,QB,9,2015
Case Keenum,Texans,65,QB,2,2014
Case Keenum,Texans,64,QB,12,2013
Case Keenum,Vikings,73,QB,NA,2018
Casey Hampton,Steelers,87,DL,8,2013
Casey Hayward,Chargers,84,DB,5,2017
Casey Hayward,Packers,85,DB,10,2016
Casey Hayward,Packers,82,DB,12,2015
Casey Hayward,Packers,86,DB,8.5,2014
Casey Hayward,Packers,70,DB,11,2013
Casey Hayward,Chargers,86,DB,NA,2018
Casey Kreiter,Broncos,40,WR,9,2017
Casey Kreiter,Broncos,41,WR,NA,2018
Casey Matthews,Vikings,66,LB,11,2016
Casey Matthews,Eagles,66,LB,10,2015
Casey Matthews,Eagles,62,LB,10,2014
Casey Matthews,Eagles,65,LB,4,2013
Casey Sayles,Rams,64,DL,NA,2018
Casey Walker,Ravens,61,DL,5,2016
Casey Walker,Ravens,60,DL,10,2015
Cassanova McKinzy,Buccaneers,57,LB,9,2017
Cassius Marsh,Seahawks,67,DL,10.5,2017
Cassius Marsh,Seahawks,66,DL,10,2016
Cassius Marsh,Seahawks,67,DL,12,2015
Cassius Marsh,Seahawks,68,LB,NA,2018
Cassius Vaughn,Ravens,71,DB,5,2016
Cassius Vaughn,Lions,71,DB,11,2015
Cassius Vaughn,Colts,72,DB,11,2014
Cassius Vaughn,Colts,67,DB,11,2013
Caushaud Lyons,Steelers,59,DL,11,2017
Caylin Hauptmann,Patriots,67,OL,12,2016
Caylin Hauptmann,Patriots,67,OL,12,2015
Cecil Newton,Ravens,65,OL,10,2013
Cecil Shorts,Texans,78,WR,9,2016
Cecil Shorts III,Texans,73,WR,9,2017
Cecil Shorts III,Jaguars,79,WR,3,2015
Cecil Shorts III,Jaguars,83,WR,4,2014
Cecil Shorts III,Jaguars,61,WR,2,2013
Cedric Griffin,Redskins,76,DB,10,2013
Cedric Ogbuehi,Bengals,74,OL,6.5,2017
Cedric Ogbuehi,Bengals,73,OL,12,2016
Cedric Ogbuehi,Bengals,72,OL,NA,2018
Cedric Peerman,Bengals,71,HB,6.5,2017
Cedric Peerman,Bengals,72,HB,12,2016
Cedric Peerman,Bengals,71,HB,10.5,2015
Cedric Peerman,Bengals,70,HB,11,2014
Cedric Peerman,Bengals,62,HB,10,2013
Cedric Peerman,Bengals,71,HB,NA,2018
Cedric Thompson,Dolphins,64,DB,6,2016
Cedric Thornton,Cowboys,78,DL,13,2017
Cedric Thornton,Eagles,81,DL,7,2016
Cedric Thornton,Eagles,82,DL,10,2015
Cedric Thornton,Eagles,71,DL,10,2014
Cedric Thornton,Eagles,61,DL,4,2013
Cedric Thornton,Cowboys,74,DL,NA,2018
Cethan Carter,Bengals,67,WR,NA,2018
Chad Greenway,Vikings,78,LB,8,2017
Chad Greenway,Vikings,80,LB,11,2016
Chad Greenway,Vikings,79,LB,7,2015
Chad Greenway,Vikings,87,LB,5.5,2014
Chad Greenway,Vikings,88,LB,10,2013
Chad Hall,49ers,65,WR,12,2014
Chad Hall,Eagles,63,WR,4,2013
Chad Hansen,Jets,70,WR,NA,2018
Chad Henne,Jaguars,69,QB,3,2017
Chad Henne,Jaguars,73,QB,5,2016
Chad Henne,Jaguars,74,QB,3,2015
Chad Henne,Jaguars,74,QB,4,2014
Chad Henne,Jaguars,75,QB,2,2013
Chad Henne,Jaguars,67,QB,NA,2018
Chad Kelly,Broncos,68,QB,NA,2018
Chad Ochocinco,Dolphins,76,WR,7,2013
Chad Rinehart,Chargers,75,OL,9,2015
Chad Rinehart,Chargers,76,OL,9,2014
Chad Rinehart,Bills,81,OL,6,2013
Chad Slade,Texans,63,OL,9,2017
Chad Slade,Texans,65,OL,9,2016
Chad Slade,Texans,64,OL,NA,2018
Chad Williams,Cardinals,72,WR,NA,2018
Champ Bailey,Broncos,93,DB,13,2014
Champ Bailey,Broncos,95,DB,13,2013
Chance Casey,Colts,72,DB,8,2016
Chance Casey,Raiders,70,DB,3,2015
Chance Warmack,Titans,75,OL,9,2017
Chance Warmack,Titans,84,OL,3,2016
Chance Warmack,Titans,83,OL,2,2015
Chance Warmack,Titans,84,OL,7,2014
Chance Warmack,Eagles,76,OL,NA,2018
Chandler Catanzaro,Cardinals,80,FALSE,7.5,2017
Chandler Catanzaro,Cardinals,83,FALSE,13,2016
Chandler Catanzaro,Cardinals,76,FALSE,11,2015
Chandler Catanzaro,Jets,76,FALSE,NA,2018
Chandler Fenner,Giants,64,DB,6,2016
Chandler Fenner,Giants,64,DB,6,2015
Chandler Harnish,Cardinals,63,QB,13,2016
Chandler Harnish,Colts,66,QB,11,2014
Chandler Harnish,Colts,64,QB,11,2013
Chandler Jones,Cardinals,82,LB,7.5,2017
Chandler Jones,Patriots,88,DL,12,2016
Chandler Jones,Buccaneers,60,WR,2,2015
Chandler Jones,Patriots,91,DL,12,2015
Chandler Jones,Patriots,81,DL,12,2014
Chandler Jones,Patriots,75,DL,12,2013
Chandler Jones,Cardinals,88,LB,NA,2018
Chandler Worthy,Jets,60,WR,5,2017
Channing Stribling,Browns,62,DB,NA,2018
Channing Ward,Buccaneers,60,DL,NA,2018
Charcandrick West,Chiefs,75,HB,12,2017
Charcandrick West,Chiefs,64,HB,11,2016
Charcandrick West,Chiefs,65,HB,9,2015
Charcandrick West,Chiefs,76,HB,NA,2018
Charles Brown,Saints,74,OL,11,2014
Charles Brown,Saints,78,OL,7,2013
Charles Clay,Bills,84,WR,7,2017
Charles Clay,Bills,86,WR,8,2016
Charles Clay,Dolphins,84,WR,8,2015
Charles Clay,Dolphins,77,FALSE,8,2014
Charles Clay,Dolphins,68,FALSE,7,2013
Charles Clay,Bills,86,WR,NA,2018
Charles Gaines,Browns,67,DB,1,2017
Charles Gaines,Browns,62,DB,3,2016
Charles Godfrey,Falcons,72,DB,11,2017
Charles Godfrey,Falcons,76,DB,8,2016
Charles Godfrey,Falcons,78,DB,6,2015
Charles Godfrey,Panthers,80,DB,12,2014
Charles Godfrey,Panthers,80,DB,7,2013
Charles Harris,Dolphins,73,DL,NA,2018
Charles James,Texans,67,DB,9,2015
Charles James II,Texans,72,DB,9,2017
Charles James II,Texans,68,DB,9,2016
Charles James II,Bills,70,DB,NA,2018
Charles Johnson,Panthers,82,DL,6,2017
Charles Johnson,Vikings,74,WR,8,2017
Charles Johnson,Panthers,89,DL,15,2016
Charles Johnson,Vikings,78,WR,11,2016
Charles Johnson,Panthers,91,DL,7.5,2015
Charles Johnson,Vikings,75,WR,7,2015
Charles Johnson,Packers,65,WR,8.5,2014
Charles Johnson,Panthers,93,DL,12,2014
Charles Johnson,Panthers,91,DL,7,2013
Charles Johnson,Panthers,73,WR,NA,2018
Charles Johnson,Panthers,83,DL,NA,2018
Charles Leno,Bears,65,OL,6,2016
Charles Leno,Bears,64,OL,5,2015
Charles Leno Jr,Bears,73,OL,NA,2018
Charles Leno Jr.,Bears,68,OL,3,2017
Charles Mitchell,Falcons,69,DB,4,2014
Charles Mitchell,Falcons,68,DB,13,2013
Charles Sims,Buccaneers,72,HB,6,2016
Charles Sims,Buccaneers,70,HB,2,2015
Charles Sims III,Buccaneers,82,HB,9,2017
Charles Sims III,Buccaneers,82,HB,NA,2018
Charles Tapper,Cowboys,68,DL,13,2017
Charles Tapper,Cowboys,69,DL,NA,2018
Charles Tillman,Panthers,81,DB,15,2016
Charles Tillman,Bears,86,DB,5,2015
Charles Tillman,Bears,95,DB,8,2014
Charles Tillman,Bears,89,DB,10,2013
Charles Tuaau,Dolphins,56,DL,10,2017
Charles Tuaau,Chiefs,59,DL,11,2016
Charles Woodson,Raiders,85,DB,7,2016
Charles Woodson,Raiders,88,DB,3,2015
Charles Woodson,Raiders,85,DB,4,2014
Charles Woodson,Packers,89,DB,11,2013
Charley Hughlett,Browns,51,WR,1,2017
Charley Hughlett,Browns,51,WR,3,2016
Charley Hughlett,Browns,51,WR,NA,2018
Charlie Batch,Steelers,75,QB,8,2013
Charlie Bryant,Chargers,62,DL,7,2013
Charlie Johnson,Vikings,79,OL,7,2015
Charlie Johnson,Vikings,79,OL,5.5,2014
Charlie Johnson,Vikings,81,OL,10,2013
Charlie Peprah,Packers,77,DB,11,2013
Charlie Whitehurst,Titans,74,QB,3,2016
Charlie Whitehurst,Titans,72,QB,2,2015
Charlie Whitehurst,Chargers,73,QB,9,2014
Charlie Whitehurst,Chargers,73,QB,7,2013
Charly Martin,Seahawks,65,WR,13,2014
Charone Peake,Jets,65,WR,5,2017
Charone Peake,Jets,66,WR,NA,2018
Chas Alecxih,Panthers,60,DL,6,2017
Chas Alecxih,Chargers,61,DL,9,2015
Chas Alecxih,Dolphins,60,DL,8,2014
Chas Alecxih,Dolphins,60,DL,7,2013
Chas Henry,Buccaneers,68,FALSE,4,2014
Chas Henry,Eagles,66,FALSE,4,2013
Chase Beeler,49ers,56,OL,11.5,2013
Chase Blackburn,Panthers,75,LB,7.5,2015
Chase Blackburn,Panthers,77,LB,12,2014
Chase Blackburn,Giants,76,LB,9,2013
Chase Coffman,Colts,68,WR,8,2017
Chase Coffman,Titans,67,WR,2,2015
Chase Coffman,Falcons,68,WR,4,2014
Chase Coffman,Buccaneers,64,WR,7,2013
Chase Daniel,Eagles,71,QB,7,2017
Chase Daniel,Chiefs,72,QB,11,2016
Chase Daniel,Chiefs,76,QB,9,2015
Chase Daniel,Chiefs,75,QB,11,2014
Chase Daniel,Saints,70,QB,7,2013
Chase Daniel,Saints,70,QB,NA,2018
Chase Farris,Lions,59,OL,9,2017
Chase Farris,Patriots,59,OL,NA,2018
Chase Ford,Vikings,75,WR,11,2016
Chase Ford,Vikings,75,WR,7,2015
Chase Minnifield,Redskins,64,DB,4,2015
Chase Minnifield,Redskins,64,DB,10,2013
Chase Reynolds,Rams,67,HB,4,2017
Chase Reynolds,Rams,68,HB,7,2016
Chase Reynolds,Rams,65,HB,6,2015
Chase Reynolds,Rams,65,HB,7,2014
Chase Reynolds,Rams,63,HB,7.5,2013
Chase Roullier,Redskins,63,OL,NA,2018
Chase Thomas,49ers,64,LB,8,2015
Chase Thomas,Saints,69,LB,11,2014
Chastin West,Lions,67,WR,7,2014
Chastin West,Jaguars,68,WR,2,2013
Chauncey Davis,Bears,73,DL,10,2013
Chavis Williams,Ravens,54,LB,10,2013
Chaz Green,Cowboys,68,OL,13,2017
Chaz Green,Cowboys,68,OL,4,2016
Chaz Green,Cowboys,70,OL,NA,2018
Chaz Schilens,Jets,74,WR,6,2013
Chester Rogers,Colts,67,WR,NA,2018
Cheta Ozougwu,Saints,69,DL,7,2015
Cheta Ozougwu,Bears,64,DL,8,2014
Cheta Ozougwu,Bears,64,DL,10,2013
Chidobe Awuzie,Cowboys,76,DB,NA,2018
Chigbo Anunoby,Vikings,69,DL,11,2016
Chigbo Anunoby,Titans,67,DL,2,2015
Chigbo Anunoby,Colts,59,DL,11,2013
Chilo Rachal,Cardinals,71,OL,10,2014
Chilo Rachal,Bears,69,OL,10,2013
Chimdi Chekwa,Dolphins,68,DB,10,2017
Chimdi Chekwa,Raiders,69,DB,7,2016
Chimdi Chekwa,Raiders,70,DB,3,2015
Chimdi Chekwa,Raiders,68,DB,4,2014
Chimdi Chekwa,Raiders,67,DB,4,2013
Chris Baker,Redskins,81,DL,8.5,2017
Chris Baker,Redskins,77,DL,9,2016
Chris Baker,Redskins,76,DL,4,2015
Chris Baker,Redskins,74,DL,3,2014
Chris Baker,Redskins,64,DL,10,2013
Chris Baker,Buccaneers,84,DL,NA,2018
Chris Banjo,Packers,72,DB,10,2017
Chris Banjo,Packers,69,DB,10,2016
Chris Banjo,Packers,70,DB,12,2015
Chris Banjo,Saints,66,DB,NA,2018
Chris Barker,Patriots,65,OL,14,2017
Chris Barker,Patriots,66,OL,12,2015
Chris Borland,49ers,84,LB,8,2015
Chris Boswell,Steelers,77,FALSE,11,2017
Chris Boswell,Giants,52,FALSE,6,2016
Chris Boswell,Steelers,82,FALSE,NA,2018
Chris Brown,Cowboys,62,WR,13,2017
Chris Brown,Bengals,61,WR,NA,2018
Chris Canty,Ravens,82,DL,5,2016
Chris Canty,Ravens,83,DL,10,2015
Chris Canty,Ravens,85,DL,8,2014
Chris Canty,Giants,87,DL,9,2013
Chris Carr,Vikings,75,DB,10,2013
Chris Carson,Seahawks,66,HB,NA,2018
Chris Carter,Ravens,67,LB,8,2017
Chris Carter,Bengals,70,LB,12,2016
Chris Carter,Bengals,69,LB,10.5,2015
Chris Carter,Steelers,64,LB,8,2014
Chris Carter,Steelers,62,LB,8,2013
Chris Carter,Redskins,67,LB,NA,2018
Chris Casher,Raiders,64,DL,NA,2018
Chris Chamberlain,Saints,71,LB,11,2014
Chris Chamberlain,Saints,74,LB,7,2013
Chris Chester,Falcons,78,OL,11,2017
Chris Chester,Falcons,83,OL,8,2016
Chris Chester,Redskins,82,OL,4,2015
Chris Chester,Redskins,88,OL,3,2014
Chris Chester,Redskins,75,OL,10,2013
Chris Clark,Texans,75,OL,9,2017
Chris Clark,Broncos,79,OL,12,2016
Chris Clark,Broncos,77,OL,12,2015
Chris Clark,Broncos,64,OL,13,2014
Chris Clark,Broncos,64,OL,13,2013
Chris Clark,Texans,72,OL,NA,2018
Chris Clemons,Cardinals,76,DB,7.5,2017
Chris Clemons,Cardinals,78,DB,13,2016
Chris Clemons,Jaguars,77,DL,5,2016
Chris Clemons,Cardinals,79,DB,11,2015
Chris Clemons,Jaguars,78,DL,3,2015
Chris Clemons,Dolphins,79,DB,8,2014
Chris Clemons,Seahawks,89,DL,13,2014
Chris Clemons,Dolphins,75,DB,7,2013
Chris Clemons,Seahawks,91,DL,11,2013
Chris Conley,Chiefs,70,WR,12,2017
Chris Conley,Chiefs,70,WR,11,2016
Chris Conley,Chiefs,76,WR,NA,2018
Chris Conte,Buccaneers,76,DB,9,2017
Chris Conte,Buccaneers,75,DB,6,2016
Chris Conte,Bears,74,DB,5,2015
Chris Conte,Bears,74,DB,8,2014
Chris Conte,Bears,72,DB,10,2013
Chris Conte,Buccaneers,71,DB,NA,2018
Chris Cook,49ers,79,DB,5,2016
Chris Cook,49ers,78,DB,8,2015
Chris Cook,Vikings,79,DB,5.5,2014
Chris Cook,Vikings,74,DB,10,2013
Chris Cooley,Redskins,79,WR,10,2013
Chris Culliver,Redskins,85,DB,9,2016
Chris Culliver,49ers,82,DB,8,2015
Chris Culliver,49ers,78,DB,12,2014
Chris Culliver,49ers,74,DB,11.5,2013
Chris Davis,Chargers,66,DB,4,2016
Chris Davis,Chargers,63,DB,9,2015
Chris DeGeare,Giants,70,OL,7,2014
Chris DeGeare,Vikings,70,OL,10,2013
Chris Edwards,Raiders,61,DB,12,2017
Chris Faulk,Browns,60,OL,4,2014
Chris Galippo,Colts,59,LB,11,2013
Chris Gamble,Panthers,91,DB,7,2013
Chris Givens,Eagles,68,WR,7,2017
Chris Givens,Rams,68,WR,7,2016
Chris Givens,Rams,69,WR,6,2015
Chris Givens,Rams,75,WR,7,2014
Chris Givens,Saints,71,WR,11,2014
Chris Givens,Rams,67,WR,7.5,2013
Chris Gocong,Browns,81,LB,5,2013
Chris Godwin,Buccaneers,75,WR,NA,2018
Chris Gragg,Bills,72,WR,7,2017
Chris Gragg,Bills,72,WR,8,2016
Chris Gragg,Bills,73,WR,9,2015
Chris Gragg,Bills,69,WR,6,2014
Chris Greenwood,Ravens,65,DB,5,2016
Chris Greenwood,Ravens,68,DB,10,2015
Chris Greenwood,Lions,66,DB,7,2014
Chris Greenwood,Lions,63,DB,4,2013
Chris Gronkowski,Chargers,65,FALSE,9,2014
Chris Gronkowski,Broncos,65,FALSE,13,2013
Chris Hackett,Raiders,63,DB,12,2017
Chris Hackett,Buccaneers,64,DB,6,2016
Chris Hairston,Chargers,69,OL,5,2017
Chris Hairston,Chargers,74,OL,4,2016
Chris Hairston,Bills,74,OL,9,2015
Chris Hairston,Bills,74,OL,6,2014
Chris Hairston,Bills,69,OL,6,2013
Chris Hairston,Chargers,71,OL,NA,2018
Chris Harper,Giants,66,WR,6,2016
Chris Harper,Giants,65,WR,6,2015
Chris Harper,Seahawks,69,WR,13,2014
Chris Harris,Broncos,82,DB,13,2014
Chris Harris,Broncos,74,DB,13,2013
Chris Harris Jr,Broncos,94,DB,NA,2018
Chris Harris Jr.,Broncos,93,DB,9,2017
Chris Harris Jr.,Broncos,94,DB,12,2016
Chris Harris Jr.,Broncos,93,DB,12,2015
Chris Hawkins,Titans,60,DB,6,2013
Chris Hogan,Patriots,75,WR,14,2017
Chris Hogan,Bills,72,WR,8,2016
Chris Hogan,Bills,68,WR,9,2015
Chris Hogan,Bills,63,WR,6,2014
Chris Hogan,Dolphins,56,WR,7,2013
Chris Hogan,Patriots,83,WR,NA,2018
Chris Horton,Giants,71,DB,9,2013
Chris Houston,Lions,85,DB,7,2014
Chris Houston,Lions,83,DB,4,2013
Chris Hubbard,Steelers,67,OL,11,2017
Chris Hubbard,Steelers,72,OL,10,2016
